LIMIT_BAL,EDUCATION,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,TOTAL_BILL,TOTAL_PAID,PAYMENT_RATIO,CREDIT_UTILIZATION,AVG_DELAY,MAX_DELAY,MISSED_PAYMENTS,BILL_TREND,RISK_SCORE,DEFAULT
-1.1356658144132319,0.2101602178281591,-1.2461069250996748,2.1163640380296522,2.2056684994062556,-0.3952003669979092,-0.35245345690250957,-0.3202774342191409,-0.3278809200630848,-0.6438246699748906,-0.6487042723647325,-0.6692371167597225,-0.6737179872567813,-0.6642513982528857,-0.6538872430212357,-0.3424135782359676,-0.2274592955714957,-0.297199867455974,-0.30847837031494163,-0.3145615546267034,-0.2937753149902188,-0.8121968224711069,-0.8463524689981011,-0.6055341631162283,-0.5687547193499128,0.6807823535687603,1.3119043965984567,0.7491575642922179,-0.28620721637518803,0.8790215751907448,1
-0.3649742184242288,0.2101602178281591,-1.0292310306268324,-0.5096754294844392,2.2056684994062556,-0.3952003669979092,-0.35245345690250957,-0.3202774342191409,2.6541380849681615,-0.6605315343820357,-0.6680389545302865,-0.640517543109266,-0.6228915414473685,-0.6074620124501356,-0.5991687599692048,-0.3424135782359676,-0.2139770971330624,-0.24046806490353753,-0.24471782048709814,-0.3145615546267034,-0.1814002240694361,-0.7805074860613102,-0.7059425995179703,-0.08866822737150001,-1.0166387711680287,0.6807823535687603,1.3119043965984567,0.7491575642922179,-0.46356843849796203,0.686880464993539,1
-0.5961816972209297,0.2101602178281591,-0.1617274527354625,-0.5096754294844392,-0.4087558993077041,-0.3952003669979092,-0.35245345690250957,-0.3202774342191409,-0.3278809200630848,-0.30010570330116537,-0.4953045609205227,-0.48377755184182175,-0.45110374676329223,-0.41855306569731204,-0.3929802534548364,-0.25086492480584177,-0.19230153694265514,-0.24046806490353753,-0.24471782048709814,-0.2491820790027043,-0.012837587688262049,-0.4945630375181571,-0.5099355026654008,-0.5573306727467193,-0.23473838736064123,-0.4944022058927581,-0.6728984683744355,-0.5364197566611106,0.09982587995035988,-0.5000164931816252,0
-0.9044583356165309,0.2101602178281591,0.1635863889738012,-0.5096754294844392,-0.4087558993077041,-0.3952003669979092,-0.35245345690250957,-0.3202774342191409,-0.3278809200630848,-0.05919298998578601,-0.015012521592317595,0.031128522256580048,-0.2338952529512444,-0.18825608031892413,-0.15809852215697434,-0.22179611653619707,-0.16980230546501243,-0.22912170439305027,-0.2383417655043138,-0.24467089518464838,-0.23758776952982744,-0.056122321103043674,-0.5955949683886075,-0.7406611369625242,1.3545420816084284,-0.4944022058927581,-0.6728984683744355,-0.5364197566611106,0.24800857510324742,-0.08756812240622502,0
-0.9044583356165309,0.2101602178281591,2.332345333702226,-0.5096754294844392,-0.4087558993077041,-0.3952003669979092,-0.35245345690250957,-0.3202774342191409,-0.3278809200630848,-0.5799830045230544,-0.6126465644481439,-0.16277543310746603,-0.3484411610804041,-0.3495510854947232,-0.33287549838204444,-0.22179611653619707,1.3328342291747795,0.27011815806839035,0.26536657813564957,-0.26951509592176803,-0.2556239716226131,-0.4685773083337233,1.0544408464415727,0.5398386554645325,-0.6289850582599148,-0.4944022058927581,-0.6728984683744355,-0.5364197566611106,-0.8558399749605088,-0.7739353064996317,0
-0.9044583356165309,-1.1330786797599788,0.1635863889738012,-0.5096754294844392,-0.4087558993077041,-0.3952003669979092,-0.35245345690250957,-0.3202774342191409,-0.3278809200630848,0.17709174545564008,0.10905519926086665,0.1509783436569049,-0.3724563460502551,-0.34177644599119184,-0.31789125877288665,-0.19164175111125445,-0.1786459340226986,-0.25992707317902325,-0.24471782048709814,-0.2491820790027043,-0.2488252786219057,-0.03319970285291861,-0.6156581740484917,-0.7498607163358627,1.510182772149788,-0.4944022058927581,-0.6728984683744355,-0.5364197566611106,1.311425715671518,-0.04860484748567296,0
2.563653846333983,-1.1330786797599788,-0.7039171889175687,-0.5096754294844392,-0.4087558993077041,-0.3952003669979092,-0.35245345690250957,-0.3202774342191409,-0.3278809200630848,4.297009936970661,5.093022354955883,5.733484170356971,7.755720673444729,7.2748061157516455,7.2987336498373105,2.974566618507721,1.4767165977187027,1.8586086295366104,0.9819713976507822,0.5844062352032838,0.4799271859993701,2.701401712227509,2.9875437398270335,-0.6641948912198883,0.8276671919865528,-0.4944022058927581,-0.6728984683744355,-0.5364197566611106,-1.3069660612218548,-0.22686209043826389,0
-0.5191125376220294,0.2101602178281591,-1.354544872336096,-0.5096754294844392,-0.4087558993077041,-0.3952003669979092,-0.35245345690250957,-0.3202774342191409,-0.3278809200630848,-0.535752564959378,-0.686924319463235,-0.6705052163489048,-0.6702850274389696,-0.6668648605807113,-0.6443731737509193,-0.31949626051301117,-0.23127419416500739,-0.297199867455974,-0.27143349086496454,-0.20426637924901697,-0.20713411989029534,-0.7926483595327259,-0.7127497585811453,0.0700797857341903,-0.7674613678276717,-0.4944022058927581,-0.6728984683744355,-0.5364197566611106,0.005814956113689165,-0.7306155795233052,0
-0.2108358992264282,1.553399115416297,-0.8123551361539899,-0.5096754294844392,-0.4087558993077041,2.2663985037625785,-0.35245345690250957,-0.3202774342191409,-0.3278809200630848,-0.5437734884887222,-0.4943357206377172,-0.5046867848407242,-0.4840353070065549,-0.4704113905041648,-0.591483674033041,-0.14164581323669959,-0.2573282175138769,-0.2726917287533214,-0.24471782048709814,-0.2491820790027043,-0.23758776952982744,-0.6177670392368603,-0.6485865846363859,-0.5693063649903582,-0.8660691487561055,0.09319007383800111,1.3119043965984567,0.10636890381555363,-0.141972901055844,0.3868136410223395,0
-1.1356658144132319,1.553399115416297,-0.05328950549904126,-0.5096754294844392,-0.4087558993077041,-0.3952003669979092,-0.35245345690250957,-0.3202774342191409,-0.3278809200630848,-0.6969310553730699,-0.6922599616004248,-0.6791657601341152,-0.6737179872567813,-0.45045703034076723,-0.42044856279435633,-0.3424135782359676,-0.2573282175138769,-0.297199867455974,0.5208551012958184,-0.24120578297657644,-0.2937753149902188,-0.7472324995100225,-0.40860980005517417,0.5012094771481201,-1.0744037996730313,-0.4944022058927581,-0.6728984683744355,-0.5364197566611106,-0.9900059217043169,-0.8748429520041814,0
